PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Phrase),Difference(Sentence),Idx,Keywords
142163,7713,A very good film sits in the place where a masterpiece should be .,3,A very good film sits in the place where a masterpiece should be .,4,1,1.5555555555555556,142163,"['be', 'film', 'good', 'good film', 'in', 'in the', 'masterpiece', 'place', 'place where', 'should', 'should be', 'sits', 'the', 'the place', 'very', 'very good', 'where']"
66886,3394,"By that measure , it is a failure .",0,"By that measure , it is a failure .",2,2,1.5555555555555556,66886,"['by', 'failure', 'is', 'it', 'it is', 'measure', 'that']"
66887,3394,By that measure,2,By that measure,2,0,1.5555555555555556,66887,"['by', 'measure', 'that']"
66888,3394,that measure,2,that measure,2,0,1.5555555555555556,66888,"['measure', 'that']"
71844,3666,bad of a movie,1,bad of a movie,0,1,1.5555555555555556,71844,"['bad', 'movie', 'of', 'of movie']"
66889,3394,", it is a failure .",0,", it is a failure .",2,2,1.5555555555555556,66889,"['failure', 'is', 'it', 'it is']"
66890,3394,it is a failure .,0,it is a failure .,2,2,1.5555555555555556,66890,"['failure', 'is', 'it', 'it is']"
66891,3394,is a failure .,0,is a failure .,2,2,1.5555555555555556,66891,"['failure', 'is']"
66892,3394,is a failure,0,is a failure,2,2,1.5555555555555556,66892,"['failure', 'is']"
66893,3394,a failure,0,a failure,2,2,1.5555555555555556,66893,['failure']
66894,3394,failure,0,failure,2,2,1.5555555555555556,66894,['failure']
71843,3666,all that bad of a movie,2,all that bad of a movie,0,2,1.5555555555555556,71843,"['all', 'all that', 'bad', 'movie', 'of', 'of movie', 'that']"
142168,7713,in the place where a masterpiece should be,4,in the place where a masterpiece should be,1,3,1.5555555555555556,142168,"['be', 'in', 'in the', 'masterpiece', 'place', 'place where', 'should', 'should be', 'the', 'the place', 'where']"
71846,3666,it 's nowhere near a good a the original .,1,it 's nowhere near as good as the original .,3,2,1.5555555555555556,71846,"['good', 'good the', 'it', 'near', 'nowhere', 'nowhere near', 'original', 'the', 'the original']"
71847,3666,'s nowhere near a good a the original .,1,'s nowhere near as good as the original .,3,2,1.5555555555555556,71847,"['good', 'good the', 'near', 'nowhere', 'nowhere near', 'original', 'the', 'the original']"
71848,3666,'s nowhere near a good a the original,1,'s nowhere near as good as the original,3,2,1.5555555555555556,71848,"['good', 'good the', 'near', 'nowhere', 'nowhere near', 'original', 'the', 'the original']"
142165,7713,very good film,4,very good film,4,0,1.5555555555555556,142165,"['film', 'good', 'good film', 'very', 'very good']"
142166,7713,sits in the place where a masterpiece should be .,3,sits in the place where a masterpiece should be .,1,2,1.5555555555555556,142166,"['be', 'in', 'in the', 'masterpiece', 'place', 'place where', 'should', 'should be', 'sits', 'the', 'the place', 'where']"
142167,7713,sits in the place where a masterpiece should be,4,sits in the place where a masterpiece should be,1,3,1.5555555555555556,142167,"['be', 'in', 'in the', 'masterpiece', 'place', 'place where', 'should', 'should be', 'sits', 'the', 'the place', 'where']"
142169,7713,the place where a masterpiece should be,3,the place where a masterpiece should be,1,2,1.5555555555555556,142169,"['be', 'masterpiece', 'place', 'place where', 'should', 'should be', 'the', 'the place', 'where']"
142170,7713,where a masterpiece should be,3,where a masterpiece should be,4,1,1.5555555555555556,142170,"['be', 'masterpiece', 'should', 'should be', 'where']"
142171,7713,a masterpiece should be,2,a masterpiece should be,4,2,1.5555555555555556,142171,"['be', 'masterpiece', 'should', 'should be']"
76558,3937,done before but never so vividly,3,done before but never so vividly,2,1,1.5384615384615385,76558,"['before', 'before but', 'but', 'but never', 'done', 'never', 'so', 'vividly']"
76559,3937,before but never so vividly,3,before but never so vividly,2,1,1.5384615384615385,76559,"['before', 'before but', 'but', 'but never', 'never', 'so', 'vividly']"
76560,3937,but never so vividly,2,but never so vividly,2,0,1.5384615384615385,76560,"['but', 'but never', 'never', 'so', 'vividly']"
76561,3937,never so vividly,3,never so vividly,2,1,1.5384615384615385,76561,"['never', 'so', 'vividly']"
76562,3937,so vividly,3,so vividly,2,1,1.5384615384615385,76562,"['so', 'vividly']"
76563,3937,with so much passion,3,with so much passion,2,1,1.5384615384615385,76563,"['much', 'passion', 'so', 'so much', 'with', 'with so']"
76564,3937,so much passion,3,so much passion,2,1,1.5384615384615385,76564,"['much', 'passion', 'so', 'so much']"
76555,3937,been done before but never so vividly or with so much passion,4,been done before but never so vividly or with so much passion,1,3,1.5384615384615385,76555,"['been', 'before', 'before but', 'but', 'but never', 'done', 'much', 'never', 'or', 'passion', 'so', 'so much', 'vividly', 'with', 'with so']"
76557,3937,been done before but never so vividly,3,been done before but never so vividly,2,1,1.5384615384615385,76557,"['been', 'before', 'before but', 'but', 'but never', 'done', 'never', 'so', 'vividly']"
76556,3937,been done before but never so vividly or,3,been done before but never so vividly or,2,1,1.5384615384615385,76556,"['been', 'before', 'before but', 'but', 'but never', 'done', 'never', 'or', 'so', 'vividly']"
76554,3937,'s been done before but never so vividly or with so much passion,4,'s been done before but never so vividly or with so much passion,1,3,1.5384615384615385,76554,"['been', 'before', 'before but', 'but', 'but never', 'done', 'much', 'never', 'or', 'passion', 'so', 'so much', 'vividly', 'with', 'with so']"
76553,3937,'s been done before but never so vividly or with so much passion .,4,'s been done before but never so vividly or with so much passion .,1,3,1.5384615384615385,76553,"['been', 'before', 'before but', 'but', 'but never', 'done', 'much', 'never', 'or', 'passion', 'so', 'so much', 'vividly', 'with', 'with so']"
76552,3937,It 's been done before but never so vividly or with so much passion .,4,It 's been done before but never so vividly or with so much passion .,1,3,1.5384615384615385,76552,"['been', 'before', 'before but', 'but', 'but never', 'done', 'it', 'much', 'never', 'or', 'passion', 'so', 'so much', 'vividly', 'with', 'with so']"
115435,6150,stifle creativity,1,stifles creativity,2,1,1.52,115435,['creativity']
115424,6150,take a hat-in-hand approach to Rowling that stifle creativity and allows the film to drag on for nearly three hour .,0,takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours .,3,3,1.52,115424,"['allows', 'allows the', 'and', 'approach', 'approach to', 'creativity', 'creativity and', 'drag', 'film', 'film to', 'for', 'hand', 'hat', 'hour', 'in', 'in hand', 'nearly', 'nearly three', 'on', 'on for', 'take', 'that', 'the', 'the film', 'three', 'three hour', 'to', 'to drag']"
115425,6150,take a hat-in-hand approach to Rowling that stifle creativity and allows the film to drag on for nearly three hour,0,takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours,3,3,1.52,115425,"['allows', 'allows the', 'and', 'approach', 'approach to', 'creativity', 'creativity and', 'drag', 'film', 'film to', 'for', 'hand', 'hat', 'hour', 'in', 'in hand', 'nearly', 'nearly three', 'on', 'on for', 'take', 'that', 'the', 'the film', 'three', 'three hour', 'to', 'to drag']"
115426,6150,take a hat-in-hand approach,3,takes a hat-in-hand approach,2,1,1.52,115426,"['approach', 'hand', 'hat', 'in', 'in hand', 'take']"
115427,6150,a hat-in-hand approach,2,a hat-in-hand approach,2,0,1.52,115427,"['approach', 'hand', 'hat', 'in', 'in hand']"
115428,6150,hat-in-hand approach,2,hat-in-hand approach,2,0,1.52,115428,"['approach', 'hand', 'hat', 'in', 'in hand']"
115433,6150,stifle creativity and allows the film to drag on for nearly three hour,1,stifles creativity and allows the film to drag on for nearly three hours,3,2,1.52,115433,"['allows', 'allows the', 'and', 'creativity', 'creativity and', 'drag', 'film', 'film to', 'for', 'hour', 'nearly', 'nearly three', 'on', 'on for', 'the', 'the film', 'three', 'three hour', 'to', 'to drag']"
115430,6150,to Rowling that stifle creativity and allows the film to drag on for nearly three hour,0,to Rowling that stifles creativity and allows the film to drag on for nearly three hours,3,3,1.52,115430,"['allows', 'allows the', 'and', 'creativity', 'creativity and', 'drag', 'film', 'film to', 'for', 'hour', 'nearly', 'nearly three', 'on', 'on for', 'that', 'the', 'the film', 'three', 'three hour', 'to', 'to drag']"
115431,6150,Rowling that stifle creativity and allows the film to drag on for nearly three hour,0,Rowling that stifles creativity and allows the film to drag on for nearly three hours,3,3,1.52,115431,"['allows', 'allows the', 'and', 'creativity', 'creativity and', 'drag', 'film', 'film to', 'for', 'hour', 'nearly', 'nearly three', 'on', 'on for', 'that', 'the', 'the film', 'three', 'three hour', 'to', 'to drag']"
115432,6150,that stifle creativity and allows the film to drag on for nearly three hour,0,that stifles creativity and allows the film to drag on for nearly three hours,3,3,1.52,115432,"['allows', 'allows the', 'and', 'creativity', 'creativity and', 'drag', 'film', 'film to', 'for', 'hour', 'nearly', 'nearly three', 'on', 'on for', 'that', 'the', 'the film', 'three', 'three hour', 'to', 'to drag']"
115434,6150,stifle creativity and,1,stifles creativity and,2,1,1.52,115434,"['and', 'creativity', 'creativity and']"
115422,6150,director Chris Columbus,2,director Chris Columbus,2,0,1.52,115422,"['chris', 'director']"
115423,6150,Chris Columbus,2,Chris Columbus,2,0,1.52,115423,['chris']
115429,6150,hat-in-hand,2,hat-in-hand,2,0,1.52,115429,"['hand', 'hat', 'in', 'in hand']"
115421,6150,director Chris Columbus take a hat-in-hand approach to Rowling that stifle creativity and allows the film to drag on for nearly three hour .,1,director Chris Columbus takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours .,3,2,1.52,115421,"['allows', 'allows the', 'and', 'approach', 'approach to', 'chris', 'creativity', 'creativity and', 'director', 'drag', 'film', 'film to', 'for', 'hand', 'hat', 'hour', 'in', 'in hand', 'nearly', 'nearly three', 'on', 'on for', 'take', 'that', 'the', 'the film', 'three', 'three hour', 'to', 'to drag']"
115420,6150,", director Chris Columbus take a hat-in-hand approach to Rowling that stifle creativity and allows the film to drag on for nearly three hour .",0,", director Chris Columbus takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours .",3,3,1.52,115420,"['allows', 'allows the', 'and', 'approach', 'approach to', 'chris', 'creativity', 'creativity and', 'director', 'drag', 'film', 'film to', 'for', 'hand', 'hat', 'hour', 'in', 'in hand', 'nearly', 'nearly three', 'on', 'on for', 'take', 'that', 'the', 'the film', 'three', 'three hour', 'to', 'to drag']"
115419,6150,"Once again , director Chris Columbus take a hat-in-hand approach to Rowling that stifle creativity and allows the film to drag on for nearly three hour .",1,"Once again , director Chris Columbus takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours .",3,2,1.52,115419,"['again', 'allows', 'allows the', 'and', 'approach', 'approach to', 'chris', 'creativity', 'creativity and', 'director', 'drag', 'film', 'film to', 'for', 'hand', 'hat', 'hour', 'in', 'in hand', 'nearly', 'nearly three', 'on', 'on for', 'once', 'once again', 'take', 'that', 'the', 'the film', 'three', 'three hour', 'to', 'to drag']"
115436,6150,stifle,2,stifles,2,0,1.52,115436,[]
115437,6150,allows the film to drag on for nearly three hour,0,allows the film to drag on for nearly three hours,3,3,1.52,115437,"['allows', 'allows the', 'drag', 'film', 'film to', 'for', 'hour', 'nearly', 'nearly three', 'on', 'on for', 'the', 'the film', 'three', 'three hour', 'to', 'to drag']"
115438,6150,the film to drag on for nearly three hour,0,the film to drag on for nearly three hours,2,2,1.52,115438,"['drag', 'film', 'film to', 'for', 'hour', 'nearly', 'nearly three', 'on', 'on for', 'the', 'the film', 'three', 'three hour', 'to', 'to drag']"
115439,6150,film to drag on for nearly three hour,0,film to drag on for nearly three hours,2,2,1.52,115439,"['drag', 'film', 'film to', 'for', 'hour', 'nearly', 'nearly three', 'on', 'on for', 'three', 'three hour', 'to', 'to drag']"
115440,6150,to drag on for nearly three hour,1,to drag on for nearly three hours,2,1,1.52,115440,"['drag', 'for', 'hour', 'nearly', 'nearly three', 'on', 'on for', 'three', 'three hour', 'to', 'to drag']"
115441,6150,drag on for nearly three hour,1,drag on for nearly three hours,2,1,1.52,115441,"['drag', 'for', 'hour', 'nearly', 'nearly three', 'on', 'on for', 'three', 'three hour']"
115442,6150,drag on,1,drag on,2,1,1.52,115442,"['drag', 'on']"
115443,6150,for nearly three hour,3,for nearly three hours,2,1,1.52,115443,"['for', 'hour', 'nearly', 'nearly three', 'three', 'three hour']"
74677,3828,with his stepmother,2,with his stepmother,2,0,1.5172413793103448,74677,"['his', 'with', 'with his']"
74659,3828,most appealing movie,3,most appealing movies,3,0,1.5172413793103448,74659,"['appealing', 'most', 'movie']"
74679,3828,stepmother,2,stepmother,2,0,1.5172413793103448,74679,[]
74678,3828,his stepmother,2,his stepmother,2,0,1.5172413793103448,74678,['his']
74658,3828,the most appealing movie,2,the most appealing movies,3,1,1.5172413793103448,74658,"['appealing', 'most', 'movie', 'the', 'the most']"
74652,3828,"may be one of the most appealing movie ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother .",4,"may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother .",0,4,1.5172413793103448,74652,"['about', 'about an', 'an', 'an otherwise', 'and', 'and downright', 'appalling', 'appealing', 'be', 'be one', 'boy', 'creepy', 'downright', 'downright creepy', 'ever', 'ever made', 'his', 'in', 'in love', 'love', 'love with', 'made', 'made about', 'may', 'may be', 'most', 'movie', 'movie ever', 'of', 'of the', 'one', 'one of', 'otherwise', 'subject', 'teenage', 'teenage boy', 'the', 'the most', 'with', 'with his']"
74653,3828,"may be one of the most appealing movie ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",3,"may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",0,3,1.5172413793103448,74653,"['about', 'about an', 'an', 'an otherwise', 'and', 'and downright', 'appalling', 'appealing', 'be', 'be one', 'boy', 'creepy', 'downright', 'downright creepy', 'ever', 'ever made', 'his', 'in', 'in love', 'love', 'love with', 'made', 'made about', 'may', 'may be', 'most', 'movie', 'movie ever', 'of', 'of the', 'one', 'one of', 'otherwise', 'subject', 'teenage', 'teenage boy', 'the', 'the most', 'with', 'with his']"
74670,3828,"otherwise appalling , and downright creepy",1,"otherwise appalling , and downright creepy",0,1,1.5172413793103448,74670,"['and', 'and downright', 'appalling', 'creepy', 'downright', 'downright creepy', 'otherwise']"
74669,3828,"otherwise appalling , and downright creepy ,",0,"otherwise appalling , and downright creepy ,",0,0,1.5172413793103448,74669,"['and', 'and downright', 'appalling', 'creepy', 'downright', 'downright creepy', 'otherwise']"
